row_id,s3_key_s,meanfreq,sd,median,q25,q75,iqr,skew,kurt,sp_ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
11,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-11.wav,5566.217196213032,5725.504368986439,11873.659393491123,0.0533194457285502,-570.80414,64.99627,2.8052137,17.679733,-0.6299579,10.008671,-4.045249,5566.217196213032,140.7313264999572,50.0,492.4577653379664,5.4957824,0.0619617,0.21514025,-2.929543,-1.2619107,Angry
12,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-12.wav,5875.282651319517,4910.603175120246,10725.315617206985,0.0771520904769326,-612.195,70.89709,-2.8344824,12.857361,0.96341467,5.61865,-7.5659776,5875.282651319517,87.13454116122638,52.063107626740326,124.5449622358823,5.687029,-1.9150599,-4.8749895,-2.7596445,-1.2486275,Angry
13,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-13.wav,6620.5105383583295,5612.701354566173,12668.7306501548,0.0590321449303405,-650.2245,74.193695,-1.7698963,11.045036,4.623852,10.025935,-5.5938044,6620.5105383583295,60.93428614632059,50.0,74.0548776143282,2.2735727,-3.1319,-2.3598354,-7.2273088,-0.9804289,Angry
14,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-14.wav,6756.241458098286,5212.262803772012,12497.942862426036,0.0817394369452662,-621.2703,45.31814,-9.525034,7.812757,-5.353625,-2.3450825,-12.254922,6756.241458098286,128.37218315345152,50.0,220.63576443274928,2.1518385,-10.855035,-3.1249318,-3.141605,-6.1917653,Angry
15,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-15.wav,5206.340262610549,5404.124732843404,11204.843291788857,0.0595559934017595,-571.8957,73.54681,-2.1704485,9.121071,6.4490457,13.102032,-7.219668,5206.340262610549,73.17367130201713,51.76324619206888,101.74796921026864,3.7972574,4.0626054,-1.0693601,-2.876128,1.5095379,Angry
16,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-16.wav,4229.371863370744,3861.726596980592,8054.142928954424,0.0616648165214477,-544.1135,56.604164,-5.327784,11.071868,-0.9754632,1.4010562,-10.82952,4229.371863370744,103.28875487791584,50.28964705339267,158.74010519681994,-0.048730332,-7.938131,-6.583572,-4.7237377,1.3969222,Angry
17,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-17.wav,6062.582348720867,5979.928093509932,12806.652607361964,0.0683818419286809,-666.8366,62.53264,8.672487,14.674371,7.440199,18.99127,0.8307836,6062.582348720867,54.60342344103741,50.0,72.3634618720189,10.232109,1.0199379,1.6990038,2.7893555,2.966586,Angry
18,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-18.wav,6330.08427621042,4735.542652687208,11079.918032786883,0.0508025956284153,-577.52936,66.42477,-12.177214,-3.2548459,-3.8448668,-1.3370531,-13.86896,6330.08427621042,112.80686797534098,73.20428479728128,156.91681957935012,0.3026826,-7.719313,-12.950571,-8.408251,-2.4692109,Angry
19,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-19.wav,4953.512702101821,4852.137555068983,9884.136652542373,0.0537868004060734,-558.0512,64.93948,-6.308864,11.722993,3.8606937,7.621563,-5.8366437,4953.512702101821,89.85774769183867,50.0,141.4213562373095,4.2961493,-4.84323,-1.6591269,-7.2072573,-3.60341,Angry
20,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-20.wav,4446.824044801242,3835.3212583478585,8476.43400493421,0.0388006913034539,-747.6314,52.891716,-4.1807866,11.691939,-3.4282022,3.4137084,-6.4345307,4446.824044801242,92.40336984561648,65.9753955386447,130.43520697655643,0.2275815,-7.807839,-7.427312,-3.188294,-6.8817153,Angry
21,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-21.wav,5281.680836911407,4842.398799898054,10226.481958762886,0.0742577621617268,-475.29608,72.554436,-15.413276,7.009411,7.358939,10.749162,-12.728763,5281.680836911407,67.90074179744448,50.0,89.08987181403393,-2.4639676,0.022743225,-9.99745,-12.449623,0.14193371,Angry
22,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-22.wav,6314.915198284852,5412.217557458067,11983.70150862069,0.0755025929418103,-611.12714,56.88561,-0.61795783,7.318383,-3.1731343,6.0266514,-10.351035,6314.915198284852,128.77101384353656,67.5174973084095,409.3495567987099,-2.850916,-7.5368323,-6.4644685,-6.93555,-3.6872375,Angry
23,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-23.wav,7327.740335963708,5443.825041510428,13204.6875,0.0396405619959677,-579.2218,57.379814,-8.834136,4.196415,-2.599477,5.964382,-8.060397,7327.740335963708,99.26488820355434,57.76763484361365,130.43520697655643,-1.6461447,-3.036023,-5.168899,-8.695699,-4.9638176,Angry
24,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-24.wav,4295.192748781427,3745.071802958892,8072.666396103896,0.0699434354707792,-530.94977,56.710712,-17.5889,3.7022617,-7.364575,-5.0282264,-15.431587,4295.192748781427,114.37869138360536,83.12378961427878,159.65967727132997,-0.9017272,-7.5187855,-10.244363,-3.968747,-2.8812037,Angry
25,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-01.wav,6352.360298944932,5151.249758160931,11747.508445945949,0.0704075168918919,-558.0903,60.27303,-9.1174965,13.649889,-2.4852562,6.0296583,-7.823755,6352.360298944932,88.77914633956016,52.36470614103133,147.25670581005258,0.5218867,-7.946145,-5.8758755,-9.344623,-5.446145,Angry
26,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-02.wav,5803.848623702446,5020.315552907294,11044.633152173914,0.069149116847826,-564.9818,62.4651,-14.4879265,3.4400365,-1.1810223,0.26285487,-10.752198,5803.848623702446,120.1634541548499,74.91535384383408,183.40080864093423,2.6461282,-10.449388,-5.059661,-0.90070385,-1.5124356,Angry
27,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-03.wav,4497.044091237737,4710.7186780030215,9171.54777486911,0.0891931344077225,-542.4271,79.08204,-9.687258,12.713943,4.7941027,10.660155,-6.412248,4497.044091237737,66.12784602058973,50.0,91.17224885582168,-0.13605592,-9.137847,-7.0850716,-2.8282962,-6.242001,Angry
28,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-04.wav,4781.430797566483,4086.576405247221,8877.611871301775,0.0629232733912721,-561.96045,47.473927,-13.251722,4.4711313,-4.5030093,-4.6049557,-10.232055,4781.430797566483,144.89269370553737,92.23161935859392,237.8414230005442,0.18582198,-8.08424,-9.680566,-3.9618137,-3.3038945,Angry
29,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-05.wav,5861.420519586613,5388.83465295523,11506.69642857143,0.0687108827906162,-583.9638,73.541756,-4.8610725,13.352509,5.8811965,13.631637,-11.971299,5861.420519586613,71.8642904062344,54.841248984731294,93.30329915368074,-0.074582994,-0.51133525,1.7314162,-2.8484914,-1.6721644,Angry
30,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-06.wav,5484.8365883392125,5004.111382108038,10412.156501340483,0.0802247402815013,-647.54266,77.7722,-11.207561,12.850748,3.8746839,7.2319894,-13.245909,5484.8365883392125,121.71054873587828,78.45840978967506,211.89261887185907,-0.64404565,-7.0401077,-6.635784,-2.0067542,0.011814475,Angry
31,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-07.wav,4845.270502469071,5052.577146048999,9821.946213136727,0.0579221996481233,-458.934,61.72992,-11.86241,9.63617,3.7703953,11.240388,-15.426912,4845.270502469071,163.53666277321952,78.00652260133735,304.8994046511524,1.2915653,-2.0288994,-4.639787,-2.0542297,1.9982163,Angry
32,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-08.wav,5222.766251761605,5492.900518877895,11187.661797337278,0.0563892612795858,-563.1117,60.146976,0.4947228,13.174308,3.6939776,1.640876,-8.199456,5222.766251761605,163.5392342202637,71.946679000541,495.310544150976,10.116112,-0.26296684,-3.1054435,-0.533868,-4.3086557,Angry
33,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-09.wav,4949.375597807932,4843.299053583675,10041.814365671642,0.0495641907649253,-706.47125,82.020454,4.6318955,13.913571,12.063455,22.864555,1.0376805,4949.375597807932,52.05500207772262,50.0,61.20267716523277,3.6893015,-3.2020934,-1.9987655,-1.2489326,1.3992335,Angry
34,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-10.wav,4546.370454058805,4501.76471415239,8503.57380319149,0.1027312583111702,-505.87006,81.65381,-12.84239,1.0868368,0.4297242,2.614167,-13.505511,4546.370454058805,165.50079030401736,78.91291473386414,495.310544150976,0.96336573,-11.061433,-11.353541,-2.7054658,-3.3675895,Angry
35,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-11.wav,5965.155564572979,5735.855634169169,12201.016104294478,0.0577400067101227,-611.8498,65.932594,7.326172,21.691463,1.1237146,10.333848,-0.66107994,5965.155564572979,143.0071890748321,50.0,495.310544150976,5.3671765,0.2725132,1.1494315,-3.557552,-1.6080974,Angry
36,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-12.wav,5148.407039145579,4874.042094867298,10108.223022788205,0.0685360987768096,-614.28076,78.30935,-3.6116786,12.051402,4.9035378,8.097507,-9.611396,5148.407039145579,84.48707998295164,50.28964705339267,115.5352696872273,5.2446694,-3.8116367,-4.9961348,-4.601012,-1.9630979,Angry
37,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-13.wav,6565.2327703999645,5541.426768218138,12595.044239457831,0.0641810405685241,-607.1767,69.64046,-5.5676103,10.788409,1.2558459,7.2984104,-5.241711,6565.2327703999645,72.56937216889317,50.0,93.30329915368074,0.31707415,-3.4492023,-3.6468241,-6.937588,-1.0331416,Angry
38,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-14.wav,5456.709474429821,4546.640827327955,10296.26885775862,0.0710729840158046,-605.04694,47.476833,-9.615089,6.7400126,-5.050027,-2.4554646,-14.211084,5456.709474429821,145.8123691335597,74.91535384383408,213.1201003256968,3.2186131,-8.974826,-4.625893,-3.9941988,-3.1720214,Angry
39,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-15.wav,5710.920016402028,5433.780904263137,11591.022559171595,0.0601524939903846,-546.35754,69.52754,-5.4378743,6.8631196,1.9369243,9.940633,-10.234305,5710.920016402028,91.71275408782212,62.63322193120639,123.11444133449164,2.525293,2.8649278,-2.3154376,-2.9930103,1.6919787,Angry
40,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-16.wav,5829.746992394013,5055.451639071156,11180.622506648937,0.0756212599734042,-513.68665,51.939465,-4.283086,7.829137,-2.1696942,0.7833638,-10.925153,5829.746992394013,109.4334834880416,78.00652260133735,137.39536474580888,-0.34485465,-5.2683425,-7.8985596,-7.8295484,0.6178683,Angry
41,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-17.wav,5140.922284508984,5482.6834145034745,11134.226831896553,0.0622207816989942,-625.6506,77.68839,6.391834,15.649533,7.145758,17.11562,-0.79954267,5140.922284508984,53.00508521740769,50.0,65.9753955386447,10.765263,1.530244,-1.8675821,3.4961736,4.167654,Angry
42,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-18.wav,5816.154570945873,5148.710812509123,11261.001275510203,0.0711034658003826,-593.33264,72.95649,-13.33135,5.087065,-7.0353327,1.3338464,-13.315834,5816.154570945873,99.4972341764036,54.841248984731294,147.25670581005258,8.464621,-8.667772,-12.896173,-9.352843,-2.759904,Angry
43,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-19.wav,4888.487058816378,5196.249614289804,10235.250538793103,0.0557931483477011,-597.4674,76.551216,-2.5095208,13.164074,8.3234005,10.686421,-0.49226502,4888.487058816378,66.84252052883308,50.0,91.17224885582168,2.171816,-3.6867142,-1.5902312,-6.145914,-1.3049837,Angry
44,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-20.wav,4620.798425704518,3912.431395983149,8831.463675213676,0.0549949363425925,-595.6473,46.199554,-13.741197,4.288747,-10.609287,-1.1654977,-10.099292,4620.798425704518,133.91826427205623,61.913818018872014,196.56411970905023,-1.5633377,-7.375106,-10.405725,-5.1999736,-6.2802763,Angry
45,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-21.wav,5464.930464818988,4995.569796600774,10809.1131981383,0.0686840300864361,-489.528,73.927986,-12.970003,7.0212746,7.991068,12.624576,-12.2606735,5464.930464818988,67.27268159238665,50.0,83.12378961427878,-1.2282971,1.1619098,-9.312593,-12.188603,0.014970039,Angry
46,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-22.wav,6341.583386398384,5536.737659616826,12163.928952991451,0.067531661769943,-641.10785,63.27756,0.20067455,9.337861,-4.0010915,6.938044,-10.231388,6341.583386398384,90.69014987059424,60.49970446096463,126.7219698287062,-2.863433,-4.9236283,-5.353525,-6.7003913,-3.5972295,Angry
47,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-23.wav,4909.060937530624,4334.045958003094,9547.454637096776,0.0435027091733871,-565.2382,57.86759,-9.377354,5.6245866,-1.7902156,6.90893,-8.152637,4909.060937530624,94.61447905961684,50.0,149.83070768766817,-2.204573,-4.087696,-4.3981314,-8.6462,-5.263926,Angry
48,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-24.wav,4943.30653555648,4175.994546979671,9216.746794871797,0.07360109508547,-536.93555,52.80093,-18.046204,2.9137294,-8.082508,-2.5925412,-14.765616,4943.30653555648,122.99125601375682,93.30329915368074,167.21064165770187,-3.0232732,-7.4553256,-7.245714,-5.207975,-2.8146777,Angry
49,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-01.wav,6690.33947417556,5506.537274114067,12698.067059270516,0.0606938046162614,-595.0243,58.63152,-2.327617,13.655263,2.5868285,7.2553096,-6.046742,6690.33947417556,68.43867795389593,50.0,102.9302236643492,2.1121721,-5.7803297,-4.3421254,-9.432347,-3.437717,Angry
50,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-02.wav,5718.247596369181,4643.724805762487,10443.657309322034,0.0783236228813559,-602.7209,62.845184,-8.394003,6.58941,-4.37591,1.4356256,-10.295985,5718.247596369181,107.536786727553,50.0,149.83070768766817,3.8481045,-10.856516,-5.512212,-4.194157,-1.5423425,Angry
51,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-03.wav,4787.855519243072,4537.0659490769285,9247.767857142857,0.1029493828781512,-565.4902,86.7815,-12.56588,15.103841,2.804816,11.657199,-7.291833,4787.855519243072,61.59606097393738,50.0,82.16903145857903,-1.3025229,-13.348261,-8.51801,-3.2220883,-5.785673,Angry
52,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-04.wav,5171.745304080549,4184.5610001258365,9437.188458588957,0.0911842767446319,-581.24243,45.47343,-13.178675,4.5105195,-7.3824906,-1.8964881,-13.717881,5171.745304080549,129.8724662039516,50.0,200.0,-0.9018189,-11.908792,-10.635849,-6.4171195,-4.5959134,Angry
53,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-05.wav,5391.68905808555,5058.300560409933,10178.317244764396,0.0673431875818062,-658.39856,92.25712,10.439394,15.382305,1.1310191,17.144243,-11.963671,5391.68905808555,52.301636205408215,50.0,61.557220667245815,5.0916047,-2.661711,-4.4118814,-2.7219622,0.9106798,Angry
54,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-06.wav,5756.950119963748,4696.338500548975,10206.70490506329,0.0963805379746835,-604.39777,65.40564,-19.087898,2.2016275,-3.8812468,0.5013388,-21.305946,5756.950119963748,114.58099341798726,50.0,159.65967727132997,-4.80478,-9.561754,-12.292961,-3.3509326,-1.1010501,Angry
55,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-07.wav,4522.774287453372,4265.353783860989,8906.187666223404,0.0631960605053191,-625.7645,74.51775,3.4087186,19.435621,5.9884825,14.310299,-8.246129,4522.774287453372,53.95602330070464,50.0,71.53229662176292,3.698901,-4.829188,-6.9850984,-1.7010748,-0.23504627,Angry
56,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-08.wav,5462.577038505156,5829.256601127066,12148.31984186747,0.0550963620105421,-615.93634,56.863445,6.5108356,16.813429,1.4356961,6.869565,-6.7518487,5462.577038505156,149.6888389404789,69.49591099211685,495.310544150976,11.228786,-1.2423962,-4.2991276,-1.1952137,-3.5644994,Angry
57,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-09.wav,5512.787178923225,5143.002483591983,11174.813034188037,0.0730182180377492,-621.83234,82.45764,-4.8569255,8.793169,9.40036,21.183865,-2.5862164,5512.787178923225,58.80435027938887,50.0,74.91535384383408,-0.2882553,-0.3776932,-7.8018064,-7.604285,0.251952,Angry
58,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-10.wav,4925.547137803315,5016.034921021702,9862.195616883117,0.0939909699675324,-534.1194,78.02649,-2.2567399,4.935312,-2.4330254,7.7343597,-10.023837,4925.547137803315,90.4510168661929,50.0,133.48398541700342,0.68462193,-13.829263,-9.341181,-2.6267076,-1.9240097,Angry
59,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-11.wav,5719.862813324407,5643.153435313311,11925.589532208587,0.0574299630943251,-566.95764,64.87337,-0.055741575,17.342949,-3.3469887,6.5392833,-3.326777,5719.862813324407,76.76205855859692,50.0,103.52649238413775,4.8000393,-2.1107717,-1.0518453,-4.365917,-4.678806,Angry
60,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-12.wav,6567.915016299392,5343.45988291908,12192.908653846154,0.0897310697115384,-655.6513,67.52313,1.2115285,15.549084,-2.5816038,12.275012,-8.146251,6567.915016299392,86.16329219071422,61.913818018872014,118.23577860271482,2.1148956,-6.2462816,-8.891782,-2.618564,-2.303291,Angry
61,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-13.wav,6460.198757862912,5423.134382210144,12346.63923816568,0.0723364113350591,-603.27124,68.392235,-4.1049185,10.763318,3.572941,9.676021,-4.0988746,6460.198757862912,65.22178062197662,50.0,85.55950256826021,-0.94583184,-2.6815264,-5.09533,-10.768067,-1.3166019,Angry
62,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-14.wav,5949.8241946453145,4598.83592619401,10709.401709401707,0.0908175302706552,-576.3299,42.462303,-12.112495,7.0685825,-3.7462244,-5.266975,-16.452454,5949.8241946453145,124.70568789519103,50.0,198.8480847635095,1.9841006,-12.740788,-7.8647246,-4.742643,-5.888573,Angry
63,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-15.wav,4993.527605928069,5069.184109313416,9701.77801724138,0.0586260214619252,-579.6707,77.36847,-2.2405949,9.634314,6.540262,18.944317,-8.394689,4993.527605928069,72.72346146286723,51.46511183217461,121.7003513670591,5.892409,3.6849408,0.78987014,-1.3086596,1.4816139,Angry
64,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-16.wav,5197.620556511544,4276.510797088984,9398.629610655738,0.074034643954918,-563.2866,49.648838,-6.105738,10.458235,-5.4917345,-0.33151838,-9.9508915,5197.620556511544,98.08842798507528,50.28964705339267,169.15353572628968,-0.9074128,-10.08037,-7.562869,-8.875398,-1.2832775,Angry
65,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-17.wav,5343.15126499493,5477.521458498354,11519.877958579882,0.0674839358357988,-594.60455,72.60278,-2.086783,13.542323,8.082681,16.307539,-5.571217,5343.15126499493,54.68163244480125,50.0,69.89849670895096,11.284574,2.1029098,-5.6556215,-1.6971233,3.761856,Angry
66,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-18.wav,6821.149600338819,5064.350703181244,12166.581156716418,0.0633380946828358,-582.1395,55.954144,-8.914264,4.549754,-6.830102,0.46325427,-11.837449,6821.149600338819,111.4321814039632,50.28964705339267,180.25009252216609,-0.00083253207,-6.441773,-12.171428,-9.026666,-4.323584,Angry
67,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-19.wav,5935.989537576856,5550.354951445959,11884.097782258064,0.057436050907258,-618.41644,56.09949,5.807749,16.594248,5.8591504,5.9914103,-1.1076963,5935.989537576856,169.83791627709718,50.0,495.310544150976,1.7924384,-5.206153,-3.0094059,-3.062372,0.00010848507,Angry
68,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-20.wav,5832.744642913691,4557.237344526992,10702.921195652174,0.081551460597826,-662.8063,53.951828,-18.076536,8.747985,-4.007864,-0.00025148253,-12.404877,5832.744642913691,106.53775315308576,78.45840978967506,167.21064165770187,-2.1351671,-13.332806,-9.214782,-4.5951552,-3.8976238,Angry
69,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-21.wav,4979.537321548464,4770.389741489354,9877.372382198952,0.0804194105857329,-444.77933,63.140446,-10.677056,8.255426,5.7452273,8.807359,-11.65242,4979.537321548464,71.47218980846144,50.0,103.52649238413775,-2.321949,0.3314853,-8.946356,-10.921577,-2.9592395,Angry
70,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-22.wav,5915.657184278959,5175.683766409068,11201.704545454546,0.0794822335571625,-607.648,63.486023,-7.195652,7.634897,-6.731709,6.8517013,-11.061659,5915.657184278959,107.8239403455574,62.99605249474366,388.6127764614424,-2.5199275,-7.877468,-7.121003,-7.987095,-3.0020359,Angry
71,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-23.wav,6389.354072022906,5201.204627953988,11994.732288273615,0.058604883448697,-577.51447,57.638367,-8.456705,6.1247883,-3.268108,8.704621,-8.484184,6389.354072022906,90.9427127597918,51.46511183217461,129.68395546510095,-1.184292,-2.4678826,-5.090222,-6.54236,-4.719344,Angry
72,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-24.wav,5318.170949103433,4348.573647785265,9803.125,0.0823397871376811,-560.5285,52.595703,-14.047192,3.46182,-3.7463093,-1.9103879,-14.068433,5318.170949103433,91.2798377898255,50.0,130.43520697655643,-0.89524317,-9.116136,-9.471045,-5.0904007,-3.205128,Angry
73,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-01.wav,5977.956258599572,5179.462257285947,11529.313568376068,0.0750436810007122,-557.4183,59.952057,-3.688814,12.916796,-0.013788729,8.497369,-7.3896723,5977.956258599572,73.8293430004738,56.77522145354386,110.9569472067845,1.7407529,-4.216524,-5.3085866,-10.202171,-4.530848,Angry
74,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-02.wav,5116.467355804292,4337.825628473533,9515.690651260504,0.0792834712009804,-590.88226,59.8463,-14.253838,4.344371,-5.5822906,-0.55923337,-13.923412,5116.467355804292,112.59474546364972,78.45840978967506,141.4213562373095,3.8070226,-11.936244,-6.598403,-4.0506754,-2.3211434,Angry
