row_id,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp_ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,s3_key,label
11,5566.217196213032,5725.504368986439,11873.659393491123,0.053319445728550297,-570.80414,64.99627,2.8052137,17.679733,-0.6299579,10.008671,-4.045249,5566.217196213032,140.7313264999572,50.0,492.4577653379664,5.4957824,0.0619617,0.21514025,-2.929543,-1.2619107,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-11.wav,Angry
12,5875.282651319517,4910.603175120246,10725.315617206983,0.07715209047693267,-612.195,70.89709,-2.8344824,12.857361,0.96341467,5.61865,-7.5659776,5875.282651319517,87.13454116122638,52.063107626740326,124.5449622358823,5.687029,-1.9150599,-4.8749895,-2.7596445,-1.2486275,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-12.wav,Angry
13,6620.5105383583295,5612.701354566173,12668.7306501548,0.059032144930340556,-650.2245,74.193695,-1.7698963,11.045036,4.623852,10.025935,-5.5938044,6620.5105383583295,60.93428614632059,50.0,74.0548776143282,2.2735727,-3.1319,-2.3598354,-7.2273088,-0.9804289,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-13.wav,Angry
14,6756.241458098286,5212.2628037720115,12497.942862426036,0.08173943694526627,-621.2703,45.31814,-9.525034,7.812757,-5.353625,-2.3450825,-12.254922,6756.241458098286,128.37218315345152,50.0,220.63576443274928,2.1518385,-10.855035,-3.1249318,-3.141605,-6.1917653,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-14.wav,Angry
15,5206.340262610549,5404.124732843404,11204.843291788857,0.05955599340175953,-571.8957,73.54681,-2.1704485,9.121071,6.4490457,13.102032,-7.219668,5206.340262610549,73.17367130201713,51.76324619206888,101.74796921026864,3.7972574,4.0626054,-1.0693601,-2.876128,1.5095379,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-15.wav,Angry
16,4229.371863370744,3861.7265969805917,8054.142928954424,0.06166481652144772,-544.1135,56.604164,-5.327784,11.071868,-0.9754632,1.4010562,-10.82952,4229.371863370744,103.28875487791584,50.28964705339267,158.74010519681994,-0.048730332,-7.938131,-6.583572,-4.7237377,1.3969222,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-16.wav,Angry
17,6062.582348720867,5979.928093509932,12806.652607361963,0.06838184192868098,-666.8366,62.53264,8.672487,14.674371,7.440199,18.99127,0.8307836,6062.582348720867,54.60342344103741,50.0,72.3634618720189,10.232109,1.0199379,1.6990038,2.7893555,2.966586,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-17.wav,Angry
18,6330.08427621042,4735.542652687208,11079.918032786885,0.0508025956284153,-577.52936,66.42477,-12.177214,-3.2548459,-3.8448668,-1.3370531,-13.86896,6330.08427621042,112.80686797534098,73.20428479728128,156.91681957935012,0.3026826,-7.719313,-12.950571,-8.408251,-2.4692109,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-18.wav,Angry
19,4953.512702101821,4852.137555068983,9884.136652542373,0.05378680040607345,-558.0512,64.93948,-6.308864,11.722993,3.8606937,7.621563,-5.8366437,4953.512702101821,89.85774769183867,50.0,141.4213562373095,4.2961493,-4.84323,-1.6591269,-7.2072573,-3.60341,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-19.wav,Angry
20,4446.824044801242,3835.3212583478585,8476.43400493421,0.03880069130345395,-747.6314,52.891716,-4.1807866,11.691939,-3.4282022,3.4137084,-6.4345307,4446.824044801242,92.40336984561647,65.9753955386447,130.43520697655643,0.2275815,-7.807839,-7.427312,-3.188294,-6.8817153,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-20.wav,Angry
21,5281.680836911407,4842.398799898054,10226.481958762886,0.0742577621617268,-475.29608,72.554436,-15.413276,7.009411,7.358939,10.749162,-12.728763,5281.680836911407,67.90074179744448,50.0,89.08987181403393,-2.4639676,0.022743225,-9.99745,-12.449623,0.14193371,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-21.wav,Angry
22,6314.915198284852,5412.217557458067,11983.70150862069,0.07550259294181035,-611.12714,56.88561,-0.61795783,7.318383,-3.1731343,6.0266514,-10.351035,6314.915198284852,128.77101384353656,67.5174973084095,409.3495567987099,-2.850916,-7.5368323,-6.4644685,-6.93555,-3.6872375,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-22.wav,Angry
23,7327.740335963708,5443.825041510428,13204.6875,0.039640561995967744,-579.2218,57.379814,-8.834136,4.196415,-2.599477,5.964382,-8.060397,7327.740335963708,99.26488820355434,57.76763484361365,130.43520697655643,-1.6461447,-3.036023,-5.168899,-8.695699,-4.9638176,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-23.wav,Angry
24,4295.192748781427,3745.071802958892,8072.666396103896,0.06994343547077922,-530.94977,56.710712,-17.5889,3.7022617,-7.364575,-5.0282264,-15.431587,4295.192748781427,114.37869138360536,83.12378961427878,159.65967727132997,-0.9017272,-7.5187855,-10.244363,-3.968747,-2.8812037,audio/Datasets/Emotions/Angry/03-01-05-01-01-01-24.wav,Angry
25,6352.360298944932,5151.249758160931,11747.508445945947,0.0704075168918919,-558.0903,60.27303,-9.1174965,13.649889,-2.4852562,6.0296583,-7.823755,6352.360298944932,88.77914633956016,52.364706141031334,147.25670581005258,0.5218867,-7.946145,-5.8758755,-9.344623,-5.446145,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-01.wav,Angry
26,5803.848623702446,5020.315552907294,11044.633152173914,0.06914911684782608,-564.9818,62.4651,-14.4879265,3.4400365,-1.1810223,0.26285487,-10.752198,5803.848623702446,120.1634541548499,74.91535384383408,183.40080864093423,2.6461282,-10.449388,-5.059661,-0.90070385,-1.5124356,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-02.wav,Angry
27,4497.044091237737,4710.7186780030215,9171.54777486911,0.08919313440772252,-542.4271,79.08204,-9.687258,12.713943,4.7941027,10.660155,-6.412248,4497.044091237737,66.12784602058973,50.0,91.17224885582168,-0.13605592,-9.137847,-7.0850716,-2.8282962,-6.242001,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-03.wav,Angry
28,4781.430797566483,4086.5764052472214,8877.611871301775,0.06292327339127218,-561.96045,47.473927,-13.251722,4.4711313,-4.5030093,-4.6049557,-10.232055,4781.430797566483,144.89269370553737,92.23161935859392,237.8414230005442,0.18582198,-8.08424,-9.680566,-3.9618137,-3.3038945,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-04.wav,Angry
29,5861.420519586613,5388.83465295523,11506.69642857143,0.06871088279061624,-583.9638,73.541756,-4.8610725,13.352509,5.8811965,13.631637,-11.971299,5861.420519586613,71.8642904062344,54.841248984731294,93.30329915368074,-0.074582994,-0.51133525,1.7314162,-2.8484914,-1.6721644,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-05.wav,Angry
30,5484.8365883392125,5004.111382108038,10412.156501340483,0.08022474028150134,-647.54266,77.7722,-11.207561,12.850748,3.8746839,7.2319894,-13.245909,5484.8365883392125,121.71054873587829,78.45840978967506,211.89261887185907,-0.64404565,-7.0401077,-6.635784,-2.0067542,0.011814475,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-06.wav,Angry
31,4845.270502469071,5052.577146048999,9821.946213136729,0.057922199648123326,-458.934,61.72992,-11.86241,9.63617,3.7703953,11.240388,-15.426912,4845.270502469071,163.53666277321952,78.00652260133735,304.8994046511524,1.2915653,-2.0288994,-4.639787,-2.0542297,1.9982163,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-07.wav,Angry
32,5222.766251761605,5492.900518877895,11187.661797337278,0.0563892612795858,-563.1117,60.146976,0.4947228,13.174308,3.6939776,1.640876,-8.199456,5222.766251761605,163.53923422026367,71.946679000541,495.310544150976,10.116112,-0.26296684,-3.1054435,-0.533868,-4.3086557,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-08.wav,Angry
33,4949.375597807932,4843.299053583675,10041.814365671642,0.049564190764925374,-706.47125,82.020454,4.6318955,13.913571,12.063455,22.864555,1.0376805,4949.375597807932,52.05500207772262,50.0,61.202677165232764,3.6893015,-3.2020934,-1.9987655,-1.2489326,1.3992335,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-09.wav,Angry
34,4546.370454058805,4501.76471415239,8503.57380319149,0.1027312583111702,-505.87006,81.65381,-12.84239,1.0868368,0.4297242,2.614167,-13.505511,4546.370454058805,165.50079030401736,78.91291473386414,495.310544150976,0.96336573,-11.061433,-11.353541,-2.7054658,-3.3675895,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-10.wav,Angry
35,5965.155564572979,5735.855634169169,12201.016104294478,0.0577400067101227,-611.8498,65.932594,7.326172,21.691463,1.1237146,10.333848,-0.66107994,5965.155564572979,143.0071890748321,50.0,495.310544150976,5.3671765,0.2725132,1.1494315,-3.557552,-1.6080974,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-11.wav,Angry
36,5148.407039145579,4874.042094867298,10108.223022788205,0.06853609877680965,-614.28076,78.30935,-3.6116786,12.051402,4.9035378,8.097507,-9.611396,5148.407039145579,84.48707998295164,50.28964705339267,115.5352696872273,5.2446694,-3.8116367,-4.9961348,-4.601012,-1.9630979,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-12.wav,Angry
37,6565.2327703999645,5541.426768218138,12595.044239457831,0.0641810405685241,-607.1767,69.64046,-5.5676103,10.788409,1.2558459,7.2984104,-5.241711,6565.2327703999645,72.56937216889317,50.0,93.30329915368074,0.31707415,-3.4492023,-3.6468241,-6.937588,-1.0331416,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-13.wav,Angry
38,5456.709474429821,4546.640827327955,10296.268857758621,0.0710729840158046,-605.04694,47.476833,-9.615089,6.7400126,-5.050027,-2.4554646,-14.211084,5456.709474429821,145.8123691335597,74.91535384383408,213.12010032569682,3.2186131,-8.974826,-4.625893,-3.9941988,-3.1720214,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-14.wav,Angry
39,5710.920016402028,5433.780904263137,11591.022559171597,0.060152493990384616,-546.35754,69.52754,-5.4378743,6.8631196,1.9369243,9.940633,-10.234305,5710.920016402028,91.71275408782212,62.63322193120639,123.11444133449163,2.525293,2.8649278,-2.3154376,-2.9930103,1.6919787,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-15.wav,Angry
40,5829.746992394013,5055.451639071156,11180.622506648937,0.07562125997340426,-513.68665,51.939465,-4.283086,7.829137,-2.1696942,0.7833638,-10.925153,5829.746992394013,109.43348348804159,78.00652260133735,137.39536474580888,-0.34485465,-5.2683425,-7.8985596,-7.8295484,0.6178683,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-16.wav,Angry
41,5140.922284508984,5482.6834145034745,11134.226831896553,0.062220781698994254,-625.6506,77.68839,6.391834,15.649533,7.145758,17.11562,-0.79954267,5140.922284508984,53.00508521740769,50.0,65.9753955386447,10.765263,1.530244,-1.8675821,3.4961736,4.167654,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-17.wav,Angry
42,5816.154570945873,5148.710812509123,11261.001275510203,0.07110346580038265,-593.33264,72.95649,-13.33135,5.087065,-7.0353327,1.3338464,-13.315834,5816.154570945873,99.4972341764036,54.841248984731294,147.25670581005258,8.464621,-8.667772,-12.896173,-9.352843,-2.759904,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-18.wav,Angry
43,4888.487058816378,5196.2496142898035,10235.250538793103,0.055793148347701146,-597.4674,76.551216,-2.5095208,13.164074,8.3234005,10.686421,-0.49226502,4888.487058816378,66.84252052883308,50.0,91.17224885582168,2.171816,-3.6867142,-1.5902312,-6.145914,-1.3049837,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-19.wav,Angry
44,4620.798425704518,3912.4313959831484,8831.463675213676,0.054994936342592594,-595.6473,46.199554,-13.741197,4.288747,-10.609287,-1.1654977,-10.099292,4620.798425704518,133.91826427205623,61.913818018872014,196.56411970905023,-1.5633377,-7.375106,-10.405725,-5.1999736,-6.2802763,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-20.wav,Angry
45,5464.930464818988,4995.569796600774,10809.113198138299,0.06868403008643617,-489.528,73.927986,-12.970003,7.0212746,7.991068,12.624576,-12.2606735,5464.930464818988,67.27268159238665,50.0,83.12378961427878,-1.2282971,1.1619098,-9.312593,-12.188603,0.014970039,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-21.wav,Angry
46,6341.5833863983835,5536.737659616826,12163.928952991453,0.06753166176994302,-641.10785,63.27756,0.20067455,9.337861,-4.0010915,6.938044,-10.231388,6341.5833863983835,90.69014987059424,60.49970446096463,126.72196982870621,-2.863433,-4.9236283,-5.353525,-6.7003913,-3.5972295,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-22.wav,Angry
47,4909.060937530624,4334.045958003094,9547.454637096775,0.0435027091733871,-565.2382,57.86759,-9.377354,5.6245866,-1.7902156,6.90893,-8.152637,4909.060937530624,94.61447905961685,50.0,149.83070768766817,-2.204573,-4.087696,-4.3981314,-8.6462,-5.263926,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-23.wav,Angry
48,4943.3065355564795,4175.994546979671,9216.746794871795,0.07360109508547008,-536.93555,52.80093,-18.046204,2.9137294,-8.082508,-2.5925412,-14.765616,4943.3065355564795,122.99125601375682,93.30329915368074,167.21064165770187,-3.0232732,-7.4553256,-7.245714,-5.207975,-2.8146777,audio/Datasets/Emotions/Angry/03-01-05-01-01-02-24.wav,Angry
49,6690.33947417556,5506.537274114067,12698.067059270517,0.0606938046162614,-595.0243,58.63152,-2.327617,13.655263,2.5868285,7.2553096,-6.046742,6690.33947417556,68.43867795389593,50.0,102.93022366434921,2.1121721,-5.7803297,-4.3421254,-9.432347,-3.437717,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-01.wav,Angry
50,5718.247596369181,4643.7248057624865,10443.657309322034,0.07832362288135593,-602.7209,62.845184,-8.394003,6.58941,-4.37591,1.4356256,-10.295985,5718.247596369181,107.53678672755301,50.0,149.83070768766817,3.8481045,-10.856516,-5.512212,-4.194157,-1.5423425,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-02.wav,Angry
51,4787.855519243072,4537.0659490769285,9247.767857142857,0.10294938287815127,-565.4902,86.7815,-12.56588,15.103841,2.804816,11.657199,-7.291833,4787.855519243072,61.596060973937384,50.0,82.16903145857903,-1.3025229,-13.348261,-8.51801,-3.2220883,-5.785673,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-03.wav,Angry
52,5171.745304080549,4184.5610001258365,9437.188458588957,0.0911842767446319,-581.24243,45.47343,-13.178675,4.5105195,-7.3824906,-1.8964881,-13.717881,5171.745304080549,129.8724662039516,50.0,200.0,-0.9018189,-11.908792,-10.635849,-6.4171195,-4.5959134,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-04.wav,Angry
53,5391.68905808555,5058.300560409933,10178.317244764397,0.06734318758180628,-658.39856,92.25712,10.439394,15.382305,1.1310191,17.144243,-11.963671,5391.68905808555,52.301636205408215,50.0,61.557220667245815,5.0916047,-2.661711,-4.4118814,-2.7219622,0.9106798,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-05.wav,Angry
54,5756.950119963748,4696.338500548975,10206.70490506329,0.09638053797468354,-604.39777,65.40564,-19.087898,2.2016275,-3.8812468,0.5013388,-21.305946,5756.950119963748,114.58099341798726,50.0,159.65967727132997,-4.80478,-9.561754,-12.292961,-3.3509326,-1.1010501,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-06.wav,Angry
55,4522.774287453372,4265.353783860989,8906.187666223404,0.06319606050531915,-625.7645,74.51775,3.4087186,19.435621,5.9884825,14.310299,-8.246129,4522.774287453372,53.956023300704636,50.0,71.53229662176292,3.698901,-4.829188,-6.9850984,-1.7010748,-0.23504627,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-07.wav,Angry
56,5462.5770385051555,5829.256601127066,12148.31984186747,0.05509636201054217,-615.93634,56.863445,6.5108356,16.813429,1.4356961,6.869565,-6.7518487,5462.5770385051555,149.6888389404789,69.49591099211685,495.310544150976,11.228786,-1.2423962,-4.2991276,-1.1952137,-3.5644994,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-08.wav,Angry
57,5512.787178923225,5143.002483591983,11174.813034188035,0.07301821803774929,-621.83234,82.45764,-4.8569255,8.793169,9.40036,21.183865,-2.5862164,5512.787178923225,58.80435027938887,50.0,74.91535384383408,-0.2882553,-0.3776932,-7.8018064,-7.604285,0.251952,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-09.wav,Angry
58,4925.547137803315,5016.034921021702,9862.195616883117,0.09399096996753246,-534.1194,78.02649,-2.2567399,4.935312,-2.4330254,7.7343597,-10.023837,4925.547137803315,90.4510168661929,50.0,133.48398541700342,0.68462193,-13.829263,-9.341181,-2.6267076,-1.9240097,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-10.wav,Angry
59,5719.8628133244065,5643.153435313311,11925.589532208589,0.05742996309432515,-566.95764,64.87337,-0.055741575,17.342949,-3.3469887,6.5392833,-3.326777,5719.8628133244065,76.76205855859692,50.0,103.52649238413775,4.8000393,-2.1107717,-1.0518453,-4.365917,-4.678806,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-11.wav,Angry
60,6567.915016299392,5343.45988291908,12192.908653846154,0.08973106971153846,-655.6513,67.52313,1.2115285,15.549084,-2.5816038,12.275012,-8.146251,6567.915016299392,86.16329219071422,61.913818018872014,118.23577860271482,2.1148956,-6.2462816,-8.891782,-2.618564,-2.303291,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-12.wav,Angry
61,6460.198757862912,5423.134382210144,12346.63923816568,0.07233641133505918,-603.27124,68.392235,-4.1049185,10.763318,3.572941,9.676021,-4.0988746,6460.198757862912,65.22178062197662,50.0,85.55950256826021,-0.94583184,-2.6815264,-5.09533,-10.768067,-1.3166019,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-13.wav,Angry
62,5949.8241946453145,4598.83592619401,10709.401709401709,0.09081753027065527,-576.3299,42.462303,-12.112495,7.0685825,-3.7462244,-5.266975,-16.452454,5949.8241946453145,124.70568789519103,50.0,198.8480847635095,1.9841006,-12.740788,-7.8647246,-4.742643,-5.888573,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-14.wav,Angry
63,4993.527605928069,5069.184109313416,9701.778017241379,0.05862602146192529,-579.6707,77.36847,-2.2405949,9.634314,6.540262,18.944317,-8.394689,4993.527605928069,72.72346146286723,51.46511183217461,121.7003513670591,5.892409,3.6849408,0.78987014,-1.3086596,1.4816139,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-15.wav,Angry
64,5197.620556511544,4276.510797088984,9398.629610655738,0.07403464395491803,-563.2866,49.648838,-6.105738,10.458235,-5.4917345,-0.33151838,-9.9508915,5197.620556511544,98.08842798507528,50.28964705339267,169.15353572628968,-0.9074128,-10.08037,-7.562869,-8.875398,-1.2832775,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-16.wav,Angry
65,5343.15126499493,5477.521458498354,11519.877958579882,0.06748393583579881,-594.60455,72.60278,-2.086783,13.542323,8.082681,16.307539,-5.571217,5343.15126499493,54.68163244480125,50.0,69.89849670895096,11.284574,2.1029098,-5.6556215,-1.6971233,3.761856,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-17.wav,Angry
66,6821.149600338819,5064.350703181244,12166.581156716418,0.06333809468283583,-582.1395,55.954144,-8.914264,4.549754,-6.830102,0.46325427,-11.837449,6821.149600338819,111.4321814039632,50.28964705339267,180.25009252216606,-0.00083253207,-6.441773,-12.171428,-9.026666,-4.323584,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-18.wav,Angry
67,5935.989537576856,5550.354951445959,11884.097782258064,0.05743605090725806,-618.41644,56.09949,5.807749,16.594248,5.8591504,5.9914103,-1.1076963,5935.989537576856,169.83791627709718,50.0,495.310544150976,1.7924384,-5.206153,-3.0094059,-3.062372,0.00010848507,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-19.wav,Angry
68,5832.744642913691,4557.237344526992,10702.921195652174,0.08155146059782609,-662.8063,53.951828,-18.076536,8.747985,-4.007864,-0.00025148253,-12.404877,5832.744642913691,106.53775315308575,78.45840978967506,167.21064165770187,-2.1351671,-13.332806,-9.214782,-4.5951552,-3.8976238,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-20.wav,Angry
69,4979.537321548464,4770.389741489354,9877.372382198953,0.08041941058573299,-444.77933,63.140446,-10.677056,8.255426,5.7452273,8.807359,-11.65242,4979.537321548464,71.47218980846144,50.0,103.52649238413775,-2.321949,0.3314853,-8.946356,-10.921577,-2.9592395,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-21.wav,Angry
70,5915.657184278959,5175.683766409068,11201.704545454546,0.07948223355716254,-607.648,63.486023,-7.195652,7.634897,-6.731709,6.8517013,-11.061659,5915.657184278959,107.82394034555739,62.99605249474366,388.61277646144237,-2.5199275,-7.877468,-7.121003,-7.987095,-3.0020359,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-22.wav,Angry
71,6389.354072022906,5201.204627953988,11994.732288273615,0.05860488344869707,-577.51447,57.638367,-8.456705,6.1247883,-3.268108,8.704621,-8.484184,6389.354072022906,90.9427127597918,51.46511183217461,129.68395546510095,-1.184292,-2.4678826,-5.090222,-6.54236,-4.719344,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-23.wav,Angry
72,5318.170949103433,4348.573647785265,9803.125,0.08233978713768116,-560.5285,52.595703,-14.047192,3.46182,-3.7463093,-1.9103879,-14.068433,5318.170949103433,91.2798377898255,50.0,130.43520697655643,-0.89524317,-9.116136,-9.471045,-5.0904007,-3.205128,audio/Datasets/Emotions/Angry/03-01-05-01-02-01-24.wav,Angry
73,5977.956258599572,5179.462257285947,11529.313568376068,0.07504368100071225,-557.4183,59.952057,-3.688814,12.916796,-0.013788729,8.497369,-7.3896723,5977.956258599572,73.8293430004738,56.775221453543864,110.9569472067845,1.7407529,-4.216524,-5.3085866,-10.202171,-4.530848,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-01.wav,Angry
74,5116.467355804292,4337.825628473533,9515.690651260504,0.0792834712009804,-590.88226,59.8463,-14.253838,4.344371,-5.5822906,-0.55923337,-13.923412,5116.467355804292,112.59474546364972,78.45840978967506,141.4213562373095,3.8070226,-11.936244,-6.598403,-4.0506754,-2.3211434,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-02.wav,Angry
75,4466.701534605525,4534.52329273925,8966.927083333334,0.09723307291666666,-524.1814,85.32956,-12.332525,11.020669,-2.0355341,10.61024,-8.316747,4466.701534605525,73.90159101285872,61.557220667245815,105.33610359548358,-3.8895538,-14.110897,-7.2345448,-6.4195604,-7.038711,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-03.wav,Angry
76,6665.537707494728,5092.982194987274,12030.448717948719,0.08272958956552706,-605.29895,54.979652,-13.335759,6.3971443,-6.1841564,-2.4634287,-11.923444,6665.537707494728,114.16358695589908,50.0,176.1331747192297,-0.2931632,-12.157193,-9.66214,-5.599291,-3.4929156,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-04.wav,Angry
77,5440.853430946544,5066.200962636379,10551.471700968523,0.07399175242130751,-617.5812,86.21082,1.0662215,14.839282,3.6984627,12.383146,-13.410375,5440.853430946544,59.458572236039714,50.0,84.08964152537145,4.5342464,-1.8325528,-4.655128,-2.5967085,-1.2582731,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-05.wav,Angry
78,5937.1375542764135,4665.178229420364,10500.960553278688,0.09921181267076502,-573.6515,55.047184,-16.191494,3.3417954,-3.8714037,0.09816421,-16.442095,5937.1375542764135,122.88948122325526,97.7159968434246,161.5148333600084,-5.741313,-5.5722904,-9.8566065,-4.522477,-1.0006739,audio/Datasets/Emotions/Angry/03-01-05-01-02-02-06.wav,Angry
